35.0,242.87063598632812,345.3976821899414,201.4901828765869,124.49041366577148
36.0,248.59455108642578,348.8157653808594,204.27303886413574,129.11662483215332
37.0,244.71418380737305,361.09405517578125,209.8676414489746,127.39995193481445
40.0,253.24785232543945,375.3507995605469,221.13145446777344,137.08831405639648
41.0,253.32727432250977,386.7733383178711,222.52976417541504,136.34363079071045
42.0,258.30223083496094,396.12274169921875,225.49276161193848,136.64484214782715
43.0,273.25469970703125,403.85032653808594,233.96748733520508,148.88750553131104
44.0,243.34320068359375,415.2742004394531,239.28717803955078,124.20146560668945
45.0,242.42586135864258,420.7819366455078,244.46923446655273,123.49244976043701
178.0,262.78663635253906,364.30694580078125,221.66023445129395,150.3968563079834
180.0,275.5935287475586,384.8416519165039,229.37079620361328,149.1626272201538
181.0,276.7289733886719,399.2033386230469,236.30043029785156,152.50885009765625
203.0,244.73209381103516,345.0392532348633,205.13965225219727,130.88778495788574
204.0,250.59253692626953,351.4752960205078,210.38330841064453,133.7793321609497
205.0,253.81454467773438,357.48313903808594,216.8828353881836,144.50356006622314
206.0,256.5976142883301,362.5886535644531,220.90381240844727,148.99389934539795
207.0,262.719783782959,370.4005813598633,223.3074188232422,155.8582305908203
208.0,263.4436225891113,380.67909240722656,231.85687828063965,154.42580604553223
209.0,273.11166763305664,391.3637161254883,235.59488677978516,155.69466400146484
210.0,285.19906997680664,399.5818328857422,241.96456336975098,159.20661449432373
